map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	feature_dbxref_name	feature_dbxref_url	is_landmark	feature_attributes
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g1968	g1968	Pv-1968	45	45	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g34	g34	Pv-34	47	47	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_D1157	D1157		47	48	RFLP			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g174	g174	Pv-174	48	48	dCAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g1086	g1086	Pv-1086	49	49	dCAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g2557	g2557	Pv-2557	50	50	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g1333	g1333	Pv-1333	50	52	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_gCV533374	gCV533374	Pv-CV533374	50	52	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_D1301	D1301		50	52	RFLP			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g2422	g2422	Pv-2422,Pv-2422F,Pv-2422R	52	52	allele-indel			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g1689	g1689	Pv-1689	52	59	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g2308	g2308	Pv-2308,Pv-2308R	59	59	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_D1251	D1251		64	64	RFLP			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g1664	g1664	Pv-1664	66	66	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_Bng162	Bng162		69	69	RFLP			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_g1883	g1883	Pv-1883	69	77	CAPS			0	
PvMcCleanNDSU2007_5	5	0	77	PvMcCleanNDSU2007_5_DROC18a	DROC18a		77	77	RAPD			0	
PvMcCleanNDSU2007_6	6	0	130	PvMcCleanNDSU2007_6_Bng104	Bng104		0	0	RFLP			0	
PvMcCleanNDSU2007_6	6	0	130	PvMcCleanNDSU2007_6_g1957	g1957	Pv-1957	0	4	CAPS			0	
